Index,KOD_FASILITI,STATUS,SEKTOR,SUBSEKTOR,PROGRAM_GROUP,NEGERI,DAERAH,KATEGORI_FASILITI,JENIS_FASILITI,NAMA,ALAMAT,BANDAR,POSKOD,DAERAH_PENTADBIRAN,TELEFON,EMEL,URBAN_RURAL,LATITUD,LONGITUD
117,11-13200030,BUKA,AWAM,KKM,,SARAWAK,MUKAH,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL MUKAH,JALAN HAJI MOHAMED PAUZI,,96400,,,,,2.90217,112.0778
118,11-13230031,BUKA,AWAM,KKM,,SARAWAK,SARATOK,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL SARATOK,"KM 1, JALAN SARATOK",,95400,,,,,1.74715,111.3397
119,11-13240032,BUKA,AWAM,KKM,,SARAWAK,SARIKEI,HOSPITAL,HOSPITAL PAKAR MINOR,HOSPITAL SARIKEI,JALAN RENTAP,,96100,,,,,2.13191,111.49267
120,11-13260033,BUKA,AWAM,KKM,,SARAWAK,SERIAN,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL SERIAN,94700 SERIAN,,94700,,,,,1.17676,110.56375
121,11-13270034,BUKA,AWAM,KKM,,SARAWAK,SIBU,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL SIBU,"BATU 5 Â½,  JALAN ULU OYA",,96000,,,,,2.297191,111.892144
122,11-13280035,BUKA,AWAM,KKM,,SARAWAK,SIMUNJAN,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL SIMUNJAN,JALAN GUNUNG NGELI,,94800,,,,,1.38258,110.75081
123,11-13300036,BUKA,AWAM,KKM,,SARAWAK,SRI AMAN,HOSPITAL,HOSPITAL PAKAR MINOR,HOSPITAL SRI AMAN,JALAN HOSPITAL,,95007,,,,,1.23401,111.46274
124,11-10010017,BUKA,AWAM,KKM,,SELANGOR,GOMBAK,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL SELAYANG,LEBUHRAYA SELAYANG-KEPONG,,68100,,,,,3.243053,101.647198
125,11-10010019,BUKA,AWAM,KKM,,SELANGOR,GOMBAK,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL SUNGAI BULUH,JALAN HOSPITAL,,47000,,,,,3.220112,101.583028
126,11-10010233,BUKA,AWAM,KKM,,SELANGOR,GOMBAK,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL ORANG ASLI GOMBAK,KM 24 JALAN PAHANG LAMA,,53100,,,,,3.2921,101.73121
127,11-10020015,BUKA,AWAM,KKM,,SELANGOR,HULU LANGAT,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL TENGKU PERMAISURI NORASHIKIN (HOSPITAL KAJANG),JALAN SEMENYIH,,43000,,,,,2.993393,101.792729
128,11-10020022,BUKA,AWAM,KKM,,SELANGOR,HULU LANGAT,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL AMPANG,JALAN MEWAH UTARA,,68000,,,,,3.128273,101.763378
129,11-10030016,BUKA,AWAM,KKM,,SELANGOR,HULU SELANGOR,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL KUALA KUBU BHARU,JALAN HOSPITAL,,44000,,,,,3.564983,101.652827
130,11-10040013,BUKA,AWAM,KKM,,SELANGOR,KLANG,HOSPITAL,HOSPITAL NEGERI,HOSPITAL TENGKU AMPUAN RAHIMAH,"JALAN LANGAT, 41200 KLANG, SELANGOR",,41200,,,,,3.020082,101.439859
131,11-10050014,BUKA,AWAM,KKM,,SELANGOR,KUALA LANGAT,HOSPITAL,HOSPITAL PAKAR MINOR,HOSPITAL BANTING,JALAN SULTAN ALAM SHAH,,42700,,,,,2.803472,101.49389
132,11-10060020,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL TANJONG KARANG,TANJUNG KARANG,,45500,,,,,3.424991,101.179107
133,11-10070294,BUKA,AWAM,KKM,,SELANGOR,PETALING,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL SHAH ALAM,"PERSIARAN KAYANGAN, SEKSYEN 7",,40000,,,,,3.071447,101.490757
134,11-10080021,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,HOSPITAL,HOSPITAL TANPA PAKAR,"HOSPITAL TENGKU AMPUAN JEMAAH, SABAK BERNAM",45200 SABAK BERNAM,,45200,,,,,3.759921,100.989075
135,11-10090018,BUKA,AWAM,KKM,,SELANGOR,SEPANG,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL SULTAN IDRIS SHAH,JALAN PUCHONG,,43000,,,,,2.976263,101.720189
136,11-10072300,BUKA,AWAM,KKM,,SELANGOR,SEPANG,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL CYBERJAYA,"PERSIARAN SEPANG, CYBER 11, 63000 CYBERJAYA, SELANGOR",,63000,,,,,2.920836,101.631289
137,12-10070778,BUKA,AWAM,KPT,,SELANGOR,SEPANG ,HOSPITAL,HOSPITAL PENGAJAR,HOSPITAL SULTAN ABDUL AZIZ SHAH (HSAAS),"HOSPITAL SULTAN ABDUL AZIZ SHAH (HSAAS), PERSIARAN MARDI - UPM, 43400 SERDANG, SELANGOR",,43400,,,,,2.980129987,101.7178522
138,12-10010762,BUKA,AWAM,KPT,,SELANGOR,GOMBAK,HOSPITAL,HOSPITAL PENGAJAR,PUSAT PAKAR PERUBATAN UITM (SUNGAI BULOH),"PUSAT PAKAR PERUBATAN UITM (SUNGAI BULOH), KAMPUS SUNGAI BULOH, JALAN HOSPITAL, 47000 SUNGAI BULOH, SELANGOR",,47000,,,,,3.220603677,101.5933587
139,12-10042306,BUKA,AWAM,KPT,,SELANGOR,KUALA SELANGOR,HOSPITAL,HOSPITAL PENGAJAR,"HOSPITAL AL- SULTAN ABDULLAH, UITM","HOSPITAL AL-SULTAN ABDULLAH, UNIVERSITI TEKNOLOGI MARA, 42300 BANDAR PUNCAK ALAM, SELANGOR",,42300,,,,,3.210441463,101.4513777
140,11-11010010,BUKA,AWAM,KKM,,TERENGGANU,BESUT,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL BESUT,"JALAN PASIR AKAR, JERTEH",,22000,,,,,5.729077,102.493452
141,11-11020011,BUKA,AWAM,KKM,,TERENGGANU,DUNGUN,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL DUNGUN,HOSPITAL DUNGUN,,23000,,,,,4.752088,103.414453
142,11-11030012,BUKA,AWAM,KKM,,TERENGGANU,HULU TERENGGANU,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL HULU TERENGGANU,"BTU 23, JALAN KUALA BERANG",,21700,,,,,5.073457,103.044823
143,11-11040013,BUKA,AWAM,KKM,,TERENGGANU,KEMAMAN,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL KEMAMAN,"JALAN DA' OMAR, CUKAI",,24000,,,,,4.232059,103.420885
144,11-11050009,BUKA,AWAM,KKM,,TERENGGANU,KUALA TERENGGANU,HOSPITAL,HOSPITAL NEGERI,"HOSPITAL SULTANAH NUR ZAHIRAH, KUALA TERENGGANU",JALAN SULTAN MAHMUD,,20400,,,,,5.324317,103.151292
145,11-11070014,BUKA,AWAM,KKM,,TERENGGANU,SETIU,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL SETIU,BANDAR PERMAISURI,,22100,,,,,5.514307,102.770142
146,12-11080321,BUKA,AWAM,KPT,,TERENGGANU,KUALA NERUS,HOSPITAL,HOSPITAL PENGAJAR,HOSPITAL PENGAJAR UNIVERSITI SULTAN ZAINAL ABIDIN,"HOSPITAL PENGAJAR UNIVERSITI SULTAN ZAINAL ABIDIN, 21300 KUALA NERUS, TERENGGANU",,21300,,,,,5.402479768,103.084142
147,11-14010002,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,HOSPITAL,HOSPITAL NEGERI,HOSPITAL KUALA LUMPUR,JALAN PAHANG,,50586,,,,,3.171983,101.699818
148,11-15010003,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN LABUAN,LABUAN,HOSPITAL,HOSPITAL PAKAR MINOR,HOSPITAL LABUAN,PETI SURAT 81006,,87020,,,,,5.31062,115.23066
149,11-16010002,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,HOSPITAL,HOSPITAL PAKAR MAJOR,HOSPITAL PUTRAJAYA,"PUSAT PENTADBIRAN KERAJAAN PERSEKUTUAN, PRESINT 7",,62250,,,,,2.929623,101.673299
150,11-01020020,BUKA,AWAM,KKM,,JOHOR,JOHOR BAHRU,HOSPITAL,INSTITUSI PERUBATAN KHAS,HOSPITAL PERMAI,"JALAN TAMPOI, TAMPOI",,81200,,,,,1.5209,103.71261
151,11-08050025,BUKA,AWAM,KKM,,PERAK,KINTA,HOSPITAL,INSTITUSI PERUBATAN KHAS,HOSPITAL BAHAGIA ULU KINTA,TANJONG RAMBUTAN,,31250,,,,,4.674394,101.1509324
152,12-12060416,BUKA,AWAM,ATM,,SABAH,KOTA KINABALU,HOSPITAL,HOSPITAL TENTERA,HOSPITAL ANGKATAN TENTERA WILAYAH KOTA KINABALU,"HOSPITAL ANGKATAN TENTERA WILAYAH KOTA KINABALU PANGKALAN TLDM, TELUK SEPANGGAR, 88846, KOTA KINABALU, SABAH",,89200,,,,,6.087874185,116.100554
153,11-12060045,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,HOSPITAL,INSTITUSI PERUBATAN KHAS,HOSPITAL WANITA DAN KANAK - KANAK SABAH,KARUNG BERKUNCI 187,,88996,,,,,6.01396,116.11912
154,11-12060046,BUKA,AWAM,KKM,,SABAH,KOTA KINABALU,HOSPITAL,INSTITUSI PERUBATAN KHAS,HOSPITAL MESRA BUKIT PADANG,"PETI SURAT 11342, BUKIT PADANG",,88815,,,,,5.95019,116.10534
155,11-13220638,BUKA,AWAM,KKM,,SARAWAK,SAMARAHAN,HOSPITAL,INSTITUSI PERUBATAN KHAS,PUSAT JANTUNG SARAWAK,JALAN EXPRESSWAY,,94300,,,,,1.480792,110.419612
156,11-13110038,BUKA,AWAM,KKM,,SARAWAK,KUCHING,HOSPITAL,HOSPITAL TANPA PAKAR,HOSPITAL SENTOSA,"KOTA SENTOSA, BATU 7, JALAN PENRISSEN",,93250,,,,,1.463741,110.328892
157,11-10010023,BUKA,AWAM,KKM,,SELANGOR,GOMBAK,HOSPITAL,INSTITUSI PERUBATAN KHAS,PUSAT KAWALAN KUSTA NEGARA,SUNGAI BULUH,,47000,,,,,3.22215,101.58389
158,11-14010007,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,HOSPITAL,INSTITUSI PERUBATAN KHAS,INSTITUT PERUBATAN RESPIRATORI,JALAN PAHANG,,53000,,,,,3.17563,101.69965
159,11-14010056,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,HOSPITAL,INSTITUSI PERUBATAN KHAS,HOSPITAL REHABILITASI CHERAS,"JALAN YAACOB LATIF, BANDAR TUN RAZAK",,56000,,,,,3.105699,101.728206
160,11-14010410,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,HOSPITAL,INSTITUSI PERUBATAN KHAS,HOSPITAL TUNKU AZIZAH,JALAN RAJA MUDA ABDUL AZIZ KAMPUNG BARU,,50300,,,,,3.169908,101.702768
161,13-14010023,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,LAIN-LAIN,PUSAT DARAH,PUSAT DARAH NEGARA,"JLN TUN RAZAK, TITIWANGSA",,50400,,,,,3.173349801,101.7063163
162,12-14010030,BUKA,AWAM,KPT,,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,HOSPITAL,HOSPITAL PENGAJAR,HOSPITAL CANSELOR TUANKU MUHRIZ UKM,"HOSPITAL UNIVERSITI KEBANGSAAN MALAYSIA, JALAN YAACOB LATIF KUALA LUMPUR, BANDAR TUN RAZAK, 56000 CHERAS, WILAYAH PERSEKUTUAN KUALA LUMPUR",,56000,,,,,3.098015403,101.7245244
163,12-14010031,BUKA,AWAM,KPT,,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,HOSPITAL,HOSPITAL PENGAJAR,PUSAT PERUBATAN UNIVERSITI MALAYA,"JLN PROFESOR DIRAJA UNGKU AZIZ, LEMBAH PANTAI, 59100 KUALA LUMPUR, SELANGOR",,59100,,,,,3.113746817,101.6528158
164,12-14011188,BUKA,AWAM,KPT,,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,HOSPITAL,HOSPITAL PENGAJAR,HOSPITAL PAKAR KANAK KANAK UKM,"HOSPITAL PAKAR KANAK KANAK UNIVERSITI KEBANGSAAN MALAYSIA, JALAN YAACOB LATIF KUALA LUMPUR, BANDAR TUN RAZAK, 56000 CHERAS, WILAYAH PERSEKUTUAN KUALA LUMPUR",,56000,,,,,3.101317137,101.7259704
165,12-14010055,BUKA,AWAM,ATM,,WILAYAH PERSEKUTUAN KUALA LUMPUR,KUALA LUMPUR,HOSPITAL,HOSPITAL TENTERA,HOSPITAL ANGKATAN TENTERA TUANKU MIZAN,"3, JALAN 4/27A, SEKSYEN 2 WANGSA MAJU, 53300 KUALA LUMPUR, WILAYAH PERSEKUTUAN KUALA LUMPUR",,53300,,,,,3.209828157,101.73822
166,11-16010075,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN PUTRAJAYA,PUTRAJAYA,HOSPITAL,INSTITUSI PERUBATAN KHAS,INSTITUT KANSER NEGARA,"NO. 4, JALAN P7, PRESINT 7",,62250,,,,,2.927047,101.673623
168,12-12070783,BUKA,AWAM,KPT,,SABAH,KOTA KINABALU,HOSPITAL,HOSPITAL PENGAJAR,HOSPITAL PENGAJAR UNIVERSITI MALAYSIA SABAH,"HOSPITAL UNIVERSITI MALAYSIA SABAH, JALAN UMS, 88400 KOTA KINABALU, SABAH, MALAYSIA.",,88400,,,,,6.048808951,116.1297614
169,91-09000001,BUKA,AWAM,KKM,,PERLIS,KANGAR,JABATAN KESIHATAN NEGERI,JABATAN KESIHATAN NEGERI,JKN PERLIS,"JALAN RAJA SYED ALWI, 01000 KANGAR",,01000,,,,,6.4085871,100.2000687
170,91-09010002,BUKA,AWAM,KKM,,PERLIS,KANGAR,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KANGAR,"JALAN ABI TOK HASHIM, 01000 KANGAR",,01000,,,,,6.4436267,100.1908727
174,91-02000001,BUKA,AWAM,KKM,,KEDAH,KOTA SETAR,JABATAN KESIHATAN NEGERI,JABATAN KESIHATAN NEGERI,JKN KEDAH,"SIMPANG KUALA, ALOR SETAR",,,,,,,6.0960493,100.3610963
175,91-02010002,BUKA,AWAM,KKM,,KEDAH,BALING,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD BALING,"LENGKOK HARUN ABDULLAH, OFF JALAN WENG",,,,,,,5.679961,100.91584
176,91-02020003,BUKA,AWAM,KKM,,KEDAH,BANDAR BAHARU,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD BANDAR BAHARU,"JLN PECAH BATU SERDANG,
BANDAR BHARU",,,,,,,5.2126261,100.6160723
177,91-02030004,BUKA,AWAM,KKM,,KEDAH,KOTA SETAR,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KOTA SETAR,"BLOK A, ARAS 1, HOSPITAL ALOR SETAR (HOSPITAL LAMA) ALOR SETAR LEBUHRAYA DARULAMAN",,,,,,,6.1412905,100.3709206
178,91-02040005,BUKA,AWAM,KKM,,KEDAH,KUALA MUDA,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KUALA MUDA,"JLN BADLISHAH, SG PETANI",,,,,,,5.6474694,100.4974861
179,91-02050006,BUKA,AWAM,KKM,,KEDAH,KUBANG PASU,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KUBANG PASU,JITRA,,,,,,,6.2622585,100.4207916
180,91-02060007,BUKA,AWAM,KKM,,KEDAH,KULIM,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KULIM,JALAN TASIK,,,,,,,5.3680021,100.5586791
181,91-02070008,BUKA,AWAM,KKM,,KEDAH,LANGKAWI,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD LANGKAWI,"TINGKAT 6, KOMPLEKS LADA LANGKAWI",,,,,,,6.3113788,99.8567055
182,91-02080009,BUKA,AWAM,KKM,,KEDAH,PADANG TERAP,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD PADANG TERAP,KUALA NERANG,,,,,,,6.252835,100.607161
183,91-02090010,BUKA,AWAM,KKM,,KEDAH,PENDANG,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD PENDANG,"JALAN SUNGAI TIANG, PENDANG",,,,,,,5.9859037,100.4805297
184,91-02100011,BUKA,AWAM,KKM,,KEDAH,SIK,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD SIK,"JALAN TUNKU IBRAHIM, SIK",,,,,,,5.8235438,100.7451863
185,91-02110012,BUKA,AWAM,KKM,,KEDAH,YAN,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD YAN,GUAR CHEMPEDAK,,,,,,,5.8541438,100.4623533
186,91-02050013,BUKA,AWAM,KKM,,KEDAH,KUBANG PASU,PEJABAT KESIHATAN,PEJABAT KESIHATAN,PK BUKIT KAYU HITAM,"PK PMA BUKIT KAYU HITAM, ARAS 2, BLOCK C, KOMPLEK ICQS, 
BUKIT KAYU HITAM",,,,,,,6.512491016,100.4213548
192,91-07000001,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,JABATAN KESIHATAN NEGERI,JABATAN KESIHATAN NEGERI,JKN PULAU PINANG,"TINGKAT 3 DAN 7, BANGUNAN MARA, NO 33, JALAN PANGKALAN WELD",,,,,,,5.4141293,100.3412832
193,91-07010002,BUKA,AWAM,KKM,,PULAU PINANG,BARAT DAYA,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD BARAT DAYA,"2761, AIR PUTIH, BALIK PULAU",,,,,,,5.3636392,100.2172734
194,91-07020003,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI SELATAN,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD SEBERANG PERAI SELATAN,"JALAN BUKIT PANCHOR, NIBONG TEBAL",,,,,,,5.1671105,100.4920823
195,91-07030004,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI TENGAH,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD SEBERANG PERAI TENGAH,"LOT 89, MUKIM 17, BERAPIT,
BUKIT MERTAJAM",,,,,,,5.3766128,100.4739661
196,91-07040005,BUKA,AWAM,KKM,,PULAU PINANG,SEBERANG PERAI UTARA,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD SEBERANG PERAI UTARA,"ARAS 1, WISMA PERSEKUTUAN SEBERANG PERAI UTARA, KEPALA BATAS",,,,,,,5.5121969,100.4355834
197,91-07050006,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD TIMUR LAUT,JALAN PERAK,,,,,,,5.4028835,100.3144494
198, 91-07050007,BUKA,AWAM,KKM,,PULAU PINANG,TIMUR LAUT,PEJABAT KESIHATAN,PEJABAT KESIHATAN,PK PELABUHAN & LAPANGAN TERBANG P. PINANG,"TINGKAT 1, BANGUNAN TUANKU SYED PUTRA, LEBUH DOWNING",,,,,,,5.4177497,100.3439534
201,91-08000001,BUKA,AWAM,KKM,,PERAK,KINTA,JABATAN KESIHATAN NEGERI,JABATAN KESIHATAN NEGERI,JKN PERAK,JALAN KOO CHONG KONG,,,,,,,4.5936561,101.0752363
202,91-08010002,BUKA,AWAM,KKM,,PERAK,BATANG PADANG,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD BATANG PADANG,"JALAN TEMOH, TAPAH",,,,,,,4.196987,101.2591919
203,91-08020003,BUKA,AWAM,KKM,,PERAK,HILIR PERAK,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD HILIR PERAK,"PEJABAT KESIHATAN DAERAH HILIR PERAK, JALAN MAHARAJALELA, 36000 TELUK INTAN, HILIR PERAK, PERAK",,36000,,,,,4.0013594,101.0118484
204,91-08070670,BUKA,AWAM,KKM,,PERAK,BAGAN DATUK ,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH ,PKD BAGAN DATUK,"D/A PEJABAT KESIHATAN DAERAH HILIR PERAK, JALAN MAHARAJALELA, 36000 TELUK INTAN, HILIR PERAK, PERAK",,36000,,,,,4.0013594,101.0118484
205,91-08030004,BUKA,AWAM,KKM,,PERAK,HULU PERAK,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD HULU PERAK,"ARAS 3, BANGUNAN WISMA PERSEKUTUAN,
JALAN INTAN",,,,,,,5.650655,101.0172931
206,91-08040005,BUKA,AWAM,KKM,,PERAK,KERIAN,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KERIAN,"JALAN SEKOLAH, PARIT BUNTAR",,,,,,,5.1301812,100.4821171
207,91-08110389,BUKA,AWAM,KKM,,PERAK,KAMPAR,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KAMPAR,JALAN DEGONG,,,,,,,4.308504,101.1536528
208,91-08050006,BUKA,AWAM,KKM,,PERAK,KINTA,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KINTA,"JALAN AMAN, BATU GAJAH",,,,,,,4.4806332,101.0331887
209,91-08060007,BUKA,AWAM,KKM,,PERAK,KUALA KANGSAR,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KUALA KANGSAR,"JALAN SULTAN IDRIS SHAH 1, KUALA KANGSAR",,,,,,,4.7790663,100.9378919
210,91-08070008,BUKA,AWAM,KKM,,PERAK,LARUT DAN MATANG,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD LARUT MATANG & SELAMA,"TINGKAT 2, WISMA PERSEKUTUAN JALAN ISTANA LARUT, TAIPING",,,,,,,4.8574294,100.7395288
211,91-08080009,BUKA,AWAM,KKM,,PERAK,MANJUNG,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD MANJUNG,"JALAN DATO' AHMAD YUNUS, 
SITIAWAN MANJUNG",,,,,,,4.2236772,100.7034113
212,91-08090010,BUKA,AWAM,KKM,,PERAK,PERAK TENGAH,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD PERAK TENGAH,"JALAN IPOH-LUMUT, BANDAR SERI ISKANDAR, BOTA",,,,,,,4.3599429,100.9735886
213,91-08100608,BUKA,AWAM,KKM,,PERAK,MUALLIM,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD MUALLIM,"D/A ARAS BAWAH KLINIK KESIHATAN SLIM RIVER, JALAN INDAH 5, TAMAN KRISHNAN, SLIM RIVER",,,,,,,3.8374359,101.4015478
216,91-10000001,BUKA,AWAM,KKM,,SELANGOR,PETALING,JABATAN KESIHATAN NEGERI,JABATAN KESIHATAN NEGERI,JKN SELANGOR,"TINGKAT M,9,10,11,14,17 & 18, LOT 1, WISMA SUNWAY, JLN. TENGKU AMPUAN ZABEDAH C9/C, SEKSYEN 9, SHAH ALAM",,,,,,,3.0537686,101.5432522
217,91-10010002,BUKA,AWAM,KKM,,SELANGOR,GOMBAK,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD GOMBAK,"NO.23-25 JALAN 2/8, BANDAR BARU SELAYANG",,,,,,,3.25613,101.6556502
218,91-10020003,BUKA,AWAM,KKM,,SELANGOR,HULU LANGAT,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD HULU LANGAT,"LOT 7523, JALAN HENTIAN 1C PLAZA HENTIAN KAJANG, JALAN REKO",,,,,,,2.9564015,101.7906998
219,91-10030004,BUKA,AWAM,KKM,,SELANGOR,HULU SELANGOR,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD HULU SELANGOR,"JKR NO 1458, KUALA KUBU BHARU",,,,,,,3.5649676,101.6541213
220,91-10040005,BUKA,AWAM,KKM,,SELANGOR,KLANG,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KLANG,"BLOK B, JALAN LANGAT, BANDAR BOTANIC",,,,,,,2.9900612,101.445433
221,91-10050006,BUKA,AWAM,KKM,,SELANGOR,KUALA LANGAT,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KUALA LANGAT,"JALAN SULTAN ALAM SHAH, BANTING",,,,,,,2.8025675,101.493266
222,91-10060007,BUKA,AWAM,KKM,,SELANGOR,KUALA SELANGOR,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD KUALA SELANGOR,JALAN SEMARAK,,,,,,,3.3323399,101.2528823
223,91-10070008,BUKA,AWAM,KKM,,SELANGOR,PETALING,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD PETALING,"WISMAA SAHOCA, NO 1, JALAN SS 6/3A, KELANA JAYA, PETALING JAYA",,,,,,,3.0994851,101.6004224
224,91-10080009,BUKA,AWAM,KKM,,SELANGOR,SABAK BERNAM,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD SABAK BERNAM,"KOMPLEKS PEJABAT KERAJAAN, SUNGAI BESAR",,,,,,,3.6781592,100.9903085
225,91-10090010,BUKA,AWAM,KKM,,SELANGOR,SEPANG,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PKD SEPANG,JALAN SALAK,,,,,,,2.7888545,101.7499949
226,91-10090011,BUKA,AWAM,KKM,,SELANGOR,SEPANG,PEJABAT KESIHATAN,PEJABAT KESIHATAN,PK KLIA,"PK LAPANGAN TERBANG ANTARABANGSA KL, TINGKAT 1, BANGUNAN PENTADBIRAN KLIA",,,,,,,2.7581014,101.7093588
227,91-10040012,BUKA,AWAM,KKM,,SELANGOR,KLANG,PEJABAT KESIHATAN,PEJABAT KESIHATAN,PK PELABUHAN KLANG,"PK PELABUHAN KLANG, PERSIARAN RAJA MUDA MUSA",,,,,,,3.0112857,101.4091399
231,91-14000001,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,JABATAN KESIHATAN NEGERI,JABATAN KESIHATAN NEGERI,JABATAN KESIHATAN WILAYAH PERSEKUTUAN KUALA LUMPUR & PUTRAJAYA,JALAN CENDERASARI,,,,,,,3.1468008,101.6898886
232,91-16010001,BUKA,AWAM,KKM,,WILAYAH PERSEKUTUAN KUALA LUMPUR DAN PUTRAJAYA,PUTRAJAYA,PEJABAT KESIHATAN,PEJABAT KESIHATAN DAERAH,PEJABAT KESIHATAN WILAYAH PERSEKUTUAN PUTRAJAYA,"JALAN P11/2, PRESINT 11,
WILAYAH PERSEKUTUAN PUTRAJAYA",,,,,,,2.9616852,101.6669348
